initial_alias,converted_alias,name,description,namespace
4478,MSN,MSN,moesin [Source:HGNC Symbol;Acc:HGNC:7373],ENTREZGENE_ACC
2297,FOXD1,FOXD1,forkhead box D1 [Source:HGNC Symbol;Acc:HGNC:3802],ENTREZGENE_ACC
5457,POU4F1,POU4F1,POU class 4 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9218],ENTREZGENE_ACC
3425,IDUA,IDUA,alpha-L-iduronidase [Source:HGNC Symbol;Acc:HGNC:5391],ENTREZGENE_ACC
11336,EXOC3,EXOC3,exocyst complex component 3 [Source:HGNC Symbol;Acc:HGNC:30378],ENTREZGENE_ACC
26343,None,None,None,
3791,KDR,KDR,kinase insert domain receptor [Source:HGNC Symbol;Acc:HGNC:6307],ENTREZGENE_ACC
3456,IFNB1,IFNB1,interferon beta 1 [Source:HGNC Symbol;Acc:HGNC:5434],ENTREZGENE_ACC
375341,C3orf62,C3orf62,chromosome 3 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:24771],ENTREZGENE_ACC
113220,KIF12,KIF12,kinesin family member 12 [Source:HGNC Symbol;Acc:HGNC:21495],ENTREZGENE_ACC
55226,NAT10,NAT10,N-acetyltransferase 10 [Source:HGNC Symbol;Acc:HGNC:29830],ENTREZGENE_ACC
2660,MSTN,MSTN,myostatin [Source:HGNC Symbol;Acc:HGNC:4223],ENTREZGENE_ACC
65084,TMEM135,TMEM135,transmembrane protein 135 [Source:HGNC Symbol;Acc:HGNC:26167],ENTREZGENE_ACC
128826,MIR1-1HG,MIR1-1HG,MIR1-1 host gene [Source:HGNC Symbol;Acc:HGNC:16159],ENTREZGENE_ACC
4050,LTB,LTB,lymphotoxin beta [Source:HGNC Symbol;Acc:HGNC:6711],ENTREZGENE_ACC
43849,KLK12,KLK12,kallikrein related peptidase 12 [Source:HGNC Symbol;Acc:HGNC:6360],ENTREZGENE_ACC
149018,LELP1,LELP1,late cornified envelope like proline rich 1 [Source:HGNC Symbol;Acc:HGNC:32046],ENTREZGENE_ACC
274,BIN1,BIN1,bridging integrator 1 [Source:HGNC Symbol;Acc:HGNC:1052],ENTREZGENE_ACC
100507579,None,None,None,
3052,HCCS,HCCS,holocytochrome c synthase [Source:HGNC Symbol;Acc:HGNC:4837],ENTREZGENE_ACC
8227,AKAP17A,AKAP17A,A-kinase anchoring protein 17A [Source:HGNC Symbol;Acc:HGNC:18783],ENTREZGENE_ACC
8227,AKAP17A,AKAP17A,A-kinase anchoring protein 17A [Source:HGNC Symbol;Acc:HGNC:18783],ENTREZGENE_ACC
63035,BCORL1,BCORL1,BCL6 corepressor like 1 [Source:HGNC Symbol;Acc:HGNC:25657],ENTREZGENE_ACC
8521,GCM1,GCM1,glial cells missing transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:4197],ENTREZGENE_ACC
90332,EXOC3L2,EXOC3L2,exocyst complex component 3 like 2 [Source:HGNC Symbol;Acc:HGNC:30162],ENTREZGENE_ACC
2867,FFAR2,FFAR2,free fatty acid receptor 2 [Source:HGNC Symbol;Acc:HGNC:4501],ENTREZGENE_ACC
4322,MMP13,MMP13,matrix metallopeptidase 13 [Source:HGNC Symbol;Acc:HGNC:7159],ENTREZGENE_ACC
83259,PCDH11X,PCDH11Y,protocadherin 11 Y-linked [Source:HGNC Symbol;Acc:HGNC:15813],ENTREZGENE_ACC
83259,PCDH11Y,PCDH11Y,protocadherin 11 Y-linked [Source:HGNC Symbol;Acc:HGNC:15813],ENTREZGENE_ACC
53343,NUDT9,NUDT9,nudix hydrolase 9 [Source:HGNC Symbol;Acc:HGNC:8056],ENTREZGENE_ACC
51314,NME8,NME8,NME/NM23 family member 8 [Source:HGNC Symbol;Acc:HGNC:16473],ENTREZGENE_ACC
5265,SERPINA1,SERPINA1,serpin family A member 1 [Source:HGNC Symbol;Acc:HGNC:8941],ENTREZGENE_ACC
55705,IPO9,IPO9,importin 9 [Source:HGNC Symbol;Acc:HGNC:19425],ENTREZGENE_ACC
23358,USP24,USP24,ubiquitin specific peptidase 24 [Source:HGNC Symbol;Acc:HGNC:12623],ENTREZGENE_ACC
8624,PSMG1,PSMG1,proteasome assembly chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3043],ENTREZGENE_ACC
6569,SLC34A1,SLC34A1,solute carrier family 34 member 1 [Source:HGNC Symbol;Acc:HGNC:11019],ENTREZGENE_ACC
4363,ABCC1,ABCC1,ATP binding cassette subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:51],ENTREZGENE_ACC
6921,ELOC,ELOC,elongin C [Source:HGNC Symbol;Acc:HGNC:11617],ENTREZGENE_ACC
25804,LSM4,LSM4,"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17259]",ENTREZGENE_ACC
23581,CASP14,CASP14,caspase 14 [Source:HGNC Symbol;Acc:HGNC:1502],ENTREZGENE_ACC
28562,None,None,None,
150379,PNPLA5,PNPLA5,patatin like phospholipase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:24888],ENTREZGENE_ACC
643837,LINC01128,LINC01128,long intergenic non-protein coding RNA 1128 [Source:HGNC Symbol;Acc:HGNC:49377],ENTREZGENE_ACC
100506433,LINC00648,LINC00648,long intergenic non-protein coding RNA 648 [Source:HGNC Symbol;Acc:HGNC:44302],ENTREZGENE_ACC
171484,FAM9C,FAM9C,family with sequence similarity 9 member C [Source:HGNC Symbol;Acc:HGNC:18405],ENTREZGENE_ACC
9397,NMT2,NMT2,N-myristoyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:7858],ENTREZGENE_ACC
283677,REC114,REC114,REC114 meiotic recombination protein [Source:HGNC Symbol;Acc:HGNC:25065],ENTREZGENE_ACC
100507531,None,None,None,
55576,STAB2,STAB2,stabilin 2 [Source:HGNC Symbol;Acc:HGNC:18629],ENTREZGENE_ACC
6045,RNF2,RNF2,ring finger protein 2 [Source:HGNC Symbol;Acc:HGNC:10061],ENTREZGENE_ACC
10481,HOXB13,HOXB13,homeobox B13 [Source:HGNC Symbol;Acc:HGNC:5112],ENTREZGENE_ACC
100507391,LINC01968,LINC01968,long intergenic non-protein coding RNA 1968 [Source:HGNC Symbol;Acc:HGNC:52794],ENTREZGENE_ACC
57210,SLC45A4,SLC45A4,solute carrier family 45 member 4 [Source:HGNC Symbol;Acc:HGNC:29196],ENTREZGENE_ACC
3352,HTR1D,HTR1D,5-hydroxytryptamine receptor 1D [Source:HGNC Symbol;Acc:HGNC:5289],ENTREZGENE_ACC
1104,RCC1,RCC1,regulator of chromosome condensation 1 [Source:HGNC Symbol;Acc:HGNC:1913],ENTREZGENE_ACC
58503,OPRPN,OPRPN,opiorphin prepropeptide [Source:HGNC Symbol;Acc:HGNC:17279],ENTREZGENE_ACC
9625,AATK,AATK,apoptosis associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:21],ENTREZGENE_ACC
23131,GPATCH8,GPATCH8,G-patch domain containing 8 [Source:HGNC Symbol;Acc:HGNC:29066],ENTREZGENE_ACC
64946,CENPH,CENPH,centromere protein H [Source:HGNC Symbol;Acc:HGNC:17268],ENTREZGENE_ACC
11260,XPOT,XPOT,exportin for tRNA [Source:HGNC Symbol;Acc:HGNC:12826],ENTREZGENE_ACC
80097,MZT2B,MZT2B,mitotic spindle organizing protein 2B [Source:HGNC Symbol;Acc:HGNC:25886],ENTREZGENE_ACC
11341,SCRG1,SCRG1,stimulator of chondrogenesis 1 [Source:HGNC Symbol;Acc:HGNC:17036],ENTREZGENE_ACC
144809,FAM216B,FAM216B,family with sequence similarity 216 member B [Source:HGNC Symbol;Acc:HGNC:26883],ENTREZGENE_ACC
6636,SNRPF,SNRPF,small nuclear ribonucleoprotein polypeptide F [Source:HGNC Symbol;Acc:HGNC:11162],ENTREZGENE_ACC
2747,GLUD2,GLUD2,glutamate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:4336],ENTREZGENE_ACC
139886,SPIN4,SPIN4,spindlin family member 4 [Source:HGNC Symbol;Acc:HGNC:27040],ENTREZGENE_ACC
84465,MEGF11,MEGF11,multiple EGF like domains 11 [Source:HGNC Symbol;Acc:HGNC:29635],ENTREZGENE_ACC
3009,H1-5,H1-5,"H1.5 linker histone, cluster member [Source:HGNC Symbol;Acc:HGNC:4719]",ENTREZGENE_ACC
56100,PCDHGB6,PCDHGB6,"protocadherin gamma subfamily B, 6 [Source:HGNC Symbol;Acc:HGNC:8713]",ENTREZGENE_ACC
22823,MTF2,MTF2,metal response element binding transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:29535],ENTREZGENE_ACC
100287114,LINC00421,LINC00421,long intergenic non-protein coding RNA 421 [Source:HGNC Symbol;Acc:HGNC:42755],ENTREZGENE_ACC
2890,GRIA1,GRIA1,glutamate ionotropic receptor AMPA type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4571],ENTREZGENE_ACC
145978,LINC00052,LINC00052,long intergenic non-protein coding RNA 52 [Source:HGNC Symbol;Acc:HGNC:26455],ENTREZGENE_ACC
284648,LINC01686,LINC01686,long intergenic non-protein coding RNA 1686 [Source:HGNC Symbol;Acc:HGNC:27643],ENTREZGENE_ACC
6568,SLC17A1,SLC17A1,solute carrier family 17 member 1 [Source:HGNC Symbol;Acc:HGNC:10929],ENTREZGENE_ACC
57228,SMAGP,SMAGP,small cell adhesion glycoprotein [Source:HGNC Symbol;Acc:HGNC:26918],ENTREZGENE_ACC
348808,NPHP3-AS1,NPHP3-AS1,NPHP3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:24129],ENTREZGENE_ACC
260434,PYDC1,PYDC1,pyrin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30261],ENTREZGENE_ACC
23130,ATG2A,ATG2A,autophagy related 2A [Source:HGNC Symbol;Acc:HGNC:29028],ENTREZGENE_ACC
11017,SNRNP27,SNRNP27,small nuclear ribonucleoprotein U4/U6.U5 subunit 27 [Source:HGNC Symbol;Acc:HGNC:30240],ENTREZGENE_ACC
374877,SAXO5,SAXO5,stabilizer of axonemal microtubules 5 [Source:HGNC Symbol;Acc:HGNC:24745],ENTREZGENE_ACC
84153,RNASEH2C,RNASEH2C,ribonuclease H2 subunit C [Source:HGNC Symbol;Acc:HGNC:24116],ENTREZGENE_ACC
84722,PSRC1,PSRC1,proline and serine rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:24472],ENTREZGENE_ACC
51434,ANAPC7,ANAPC7,anaphase promoting complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:17380],ENTREZGENE_ACC
54932,EXD3,EXD3,exonuclease 3'-5' domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26023],ENTREZGENE_ACC
5407,PNLIPRP1,PNLIPRP1,pancreatic lipase related protein 1 [Source:HGNC Symbol;Acc:HGNC:9156],ENTREZGENE_ACC
84460,ZMAT1,ZMAT1,zinc finger matrin-type 1 [Source:HGNC Symbol;Acc:HGNC:29377],ENTREZGENE_ACC
29882,ANAPC2,ANAPC2,anaphase promoting complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:19989],ENTREZGENE_ACC
4808,NHLH2,NHLH2,nescient helix-loop-helix 2 [Source:HGNC Symbol;Acc:HGNC:7818],ENTREZGENE_ACC
9172,MYOM2,MYOM2,myomesin 2 [Source:HGNC Symbol;Acc:HGNC:7614],ENTREZGENE_ACC
57405,SPC25,SPC25,SPC25 component of NDC80 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:24031],ENTREZGENE_ACC
7349,UCN,UCN,urocortin [Source:HGNC Symbol;Acc:HGNC:12516],ENTREZGENE_ACC
64098,PARVG,PARVG,parvin gamma [Source:HGNC Symbol;Acc:HGNC:14654],ENTREZGENE_ACC
1394,CRHR1,CRHR1,corticotropin releasing hormone receptor 1 [Source:HGNC Symbol;Acc:HGNC:2357],ENTREZGENE_ACC
1394,LINC02210-CRHR1,CRHR1,corticotropin releasing hormone receptor 1 [Source:HGNC Symbol;Acc:HGNC:2357],ENTREZGENE_ACC
1394,CRHR1,LINC02210-CRHR1,LINC02210-CRHR1 readthrough [Source:HGNC Symbol;Acc:HGNC:51483],ENTREZGENE_ACC
1394,LINC02210-CRHR1,LINC02210-CRHR1,LINC02210-CRHR1 readthrough [Source:HGNC Symbol;Acc:HGNC:51483],ENTREZGENE_ACC
29108,PYCARD,PYCARD,PYD and CARD domain containing [Source:HGNC Symbol;Acc:HGNC:16608],ENTREZGENE_ACC
283933,ZNF843,ZNF843,zinc finger protein 843 [Source:HGNC Symbol;Acc:HGNC:28710],ENTREZGENE_ACC
7367,UGT2B17,UGT2B17,UDP glucuronosyltransferase family 2 member B17 [Source:HGNC Symbol;Acc:HGNC:12547],ENTREZGENE_ACC
255798,SMCO1,SMCO1,single-pass membrane protein with coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:27407],ENTREZGENE_ACC
11024,LILRA1,LILRA1,leukocyte immunoglobulin like receptor A1 [Source:HGNC Symbol;Acc:HGNC:6602],ENTREZGENE_ACC
147111,NOTUM,NOTUM,"notum, palmitoleoyl-protein carboxylesterase [Source:HGNC Symbol;Acc:HGNC:27106]",ENTREZGENE_ACC
400798,C1orf220,C1orf220,chromosome 1 putative open reading frame 220 [Source:HGNC Symbol;Acc:HGNC:33805],ENTREZGENE_ACC
401282,None,None,None,
5358,PLS3,PLS3,plastin 3 [Source:HGNC Symbol;Acc:HGNC:9091],ENTREZGENE_ACC
56000,NXF3,NXF3,nuclear RNA export factor 3 [Source:HGNC Symbol;Acc:HGNC:8073],ENTREZGENE_ACC
362,AQP5,AQP5,aquaporin 5 [Source:HGNC Symbol;Acc:HGNC:638],ENTREZGENE_ACC
8542,APOL1,APOL1,apolipoprotein L1 [Source:HGNC Symbol;Acc:HGNC:618],ENTREZGENE_ACC
64753,CCDC136,CCDC136,coiled-coil domain containing 136 [Source:HGNC Symbol;Acc:HGNC:22225],ENTREZGENE_ACC
23451,SF3B1,SF3B1,splicing factor 3b subunit 1 [Source:HGNC Symbol;Acc:HGNC:10768],ENTREZGENE_ACC
54834,GDAP2,GDAP2,ganglioside induced differentiation associated protein 2 [Source:HGNC Symbol;Acc:HGNC:18010],ENTREZGENE_ACC
440279,UNC13C,UNC13C,unc-13 homolog C [Source:HGNC Symbol;Acc:HGNC:23149],ENTREZGENE_ACC
7352,UCP3,UCP3,uncoupling protein 3 [Source:HGNC Symbol;Acc:HGNC:12519],ENTREZGENE_ACC
116835,HSPA12B,HSPA12B,heat shock protein family A (Hsp70) member 12B [Source:HGNC Symbol;Acc:HGNC:16193],ENTREZGENE_ACC
150962,PUS10,PUS10,pseudouridine synthase 10 [Source:HGNC Symbol;Acc:HGNC:26505],ENTREZGENE_ACC
84636,GPR174,GPR174,G protein-coupled receptor 174 [Source:HGNC Symbol;Acc:HGNC:30245],ENTREZGENE_ACC
79895,ATP8B4,ATP8B4,ATPase phospholipid transporting 8B4 (putative) [Source:HGNC Symbol;Acc:HGNC:13536],ENTREZGENE_ACC
57477,SHROOM4,SHROOM4,shroom family member 4 [Source:HGNC Symbol;Acc:HGNC:29215],ENTREZGENE_ACC
10322,SMYD5,SMYD5,SMYD family member 5 [Source:HGNC Symbol;Acc:HGNC:16258],ENTREZGENE_ACC
80319,CXXC4,CXXC4,CXXC finger protein 4 [Source:HGNC Symbol;Acc:HGNC:24593],ENTREZGENE_ACC
5641,LGMN,LGMN,legumain [Source:HGNC Symbol;Acc:HGNC:9472],ENTREZGENE_ACC
57414,RHBDD2,RHBDD2,rhomboid domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23082],ENTREZGENE_ACC
80325,ABTB1,ABTB1,ankyrin repeat and BTB domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18275],ENTREZGENE_ACC
9126,SMC3,SMC3,structural maintenance of chromosomes 3 [Source:HGNC Symbol;Acc:HGNC:2468],ENTREZGENE_ACC
124044,SPATA2L,SPATA2L,spermatogenesis associated 2 like [Source:HGNC Symbol;Acc:HGNC:28393],ENTREZGENE_ACC
5289,PIK3C3,PIK3C3,phosphatidylinositol 3-kinase catalytic subunit type 3 [Source:HGNC Symbol;Acc:HGNC:8974],ENTREZGENE_ACC
9695,EDEM1,EDEM1,ER degradation enhancing alpha-mannosidase like protein 1 [Source:HGNC Symbol;Acc:HGNC:18967],ENTREZGENE_ACC
81537,SGPP1,SGPP1,sphingosine-1-phosphate phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:17720],ENTREZGENE_ACC
84663,None,None,None,
152330,CNTN4,CNTN4,contactin 4 [Source:HGNC Symbol;Acc:HGNC:2174],ENTREZGENE_ACC
145741,C2CD4A,C2CD4A,C2 calcium dependent domain containing 4A [Source:HGNC Symbol;Acc:HGNC:33627],ENTREZGENE_ACC
10738,RFPL3,RFPL3,ret finger protein like 3 [Source:HGNC Symbol;Acc:HGNC:9980],ENTREZGENE_ACC
140862,ISM1,ISM1,isthmin 1 [Source:HGNC Symbol;Acc:HGNC:16213],ENTREZGENE_ACC
283310,OTOGL,OTOGL,otogelin like [Source:HGNC Symbol;Acc:HGNC:26901],ENTREZGENE_ACC
100506972,None,None,None,
6854,SYN2,SYN2,synapsin II [Source:HGNC Symbol;Acc:HGNC:11495],ENTREZGENE_ACC
199221,DZIP1L,DZIP1L,DAZ interacting zinc finger protein 1 like [Source:HGNC Symbol;Acc:HGNC:26551],ENTREZGENE_ACC
7173,TPO,TPO,thyroid peroxidase [Source:HGNC Symbol;Acc:HGNC:12015],ENTREZGENE_ACC
10397,NDRG1,NDRG1,N-myc downstream regulated 1 [Source:HGNC Symbol;Acc:HGNC:7679],ENTREZGENE_ACC
84944,MAEL,MAEL,maelstrom spermatogenic transposon silencer [Source:HGNC Symbol;Acc:HGNC:25929],ENTREZGENE_ACC
57508,INTS2,INTS2,integrator complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:29241],ENTREZGENE_ACC
6272,SORT1,SORT1,sortilin 1 [Source:HGNC Symbol;Acc:HGNC:11186],ENTREZGENE_ACC
26610,ELP4,ELP4,elongator acetyltransferase complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:1171],ENTREZGENE_ACC
2315,MLANA,MLANA,melan-A [Source:HGNC Symbol;Acc:HGNC:7124],ENTREZGENE_ACC
9817,KEAP1,KEAP1,kelch like ECH associated protein 1 [Source:HGNC Symbol;Acc:HGNC:23177],ENTREZGENE_ACC
339457,None,None,None,
283403,None,None,None,
50939,IMPG2,IMPG2,interphotoreceptor matrix proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:18362],ENTREZGENE_ACC
90333,ZNF468,ZNF468,zinc finger protein 468 [Source:HGNC Symbol;Acc:HGNC:33105],ENTREZGENE_ACC
7718,ZNF165,ZNF165,zinc finger protein 165 [Source:HGNC Symbol;Acc:HGNC:12953],ENTREZGENE_ACC
51760,SYT17,SYT17,synaptotagmin 17 [Source:HGNC Symbol;Acc:HGNC:24119],ENTREZGENE_ACC
55106,SLFN12,SLFN12,schlafen family member 12 [Source:HGNC Symbol;Acc:HGNC:25500],ENTREZGENE_ACC
4318,MMP9,MMP9,matrix metallopeptidase 9 [Source:HGNC Symbol;Acc:HGNC:7176],ENTREZGENE_ACC
221421,RSPH9,RSPH9,radial spoke head component 9 [Source:HGNC Symbol;Acc:HGNC:21057],ENTREZGENE_ACC
55068,ENOX1,ENOX1,ecto-NOX disulfide-thiol exchanger 1 [Source:HGNC Symbol;Acc:HGNC:25474],ENTREZGENE_ACC
3375,IAPP,IAPP,islet amyloid polypeptide [Source:HGNC Symbol;Acc:HGNC:5329],ENTREZGENE_ACC
10101,NUBP2,NUBP2,"NUBP iron-sulfur cluster assembly factor 2, cytosolic [Source:HGNC Symbol;Acc:HGNC:8042]",ENTREZGENE_ACC
55964,SEPTIN3,SEPTIN3,septin 3 [Source:HGNC Symbol;Acc:HGNC:10750],ENTREZGENE_ACC
56256,SERTAD4,SERTAD4,SERTA domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25236],ENTREZGENE_ACC
51427,ZNF107,ZNF107,zinc finger protein 107 [Source:HGNC Symbol;Acc:HGNC:12887],ENTREZGENE_ACC
2181,ACSL3,ACSL3,acyl-CoA synthetase long chain family member 3 [Source:HGNC Symbol;Acc:HGNC:3570],ENTREZGENE_ACC
84530,SRRM4,SRRM4,serine/arginine repetitive matrix 4 [Source:HGNC Symbol;Acc:HGNC:29389],ENTREZGENE_ACC
127544,RNF19B,RNF19B,ring finger protein 19B [Source:HGNC Symbol;Acc:HGNC:26886],ENTREZGENE_ACC
253724,None,None,None,
79621,RNASEH2B,RNASEH2B,ribonuclease H2 subunit B [Source:HGNC Symbol;Acc:HGNC:25671],ENTREZGENE_ACC
89792,GAL3ST3,GAL3ST3,galactose-3-O-sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:24144],ENTREZGENE_ACC
8876,VNN1,VNN1,vanin 1 [Source:HGNC Symbol;Acc:HGNC:12705],ENTREZGENE_ACC
338322,NLRP10,NLRP10,NLR family pyrin domain containing 10 [Source:HGNC Symbol;Acc:HGNC:21464],ENTREZGENE_ACC
4897,NRCAM,NRCAM,neuronal cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:7994],ENTREZGENE_ACC
284415,VSTM1,VSTM1,V-set and transmembrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29455],ENTREZGENE_ACC
2956,MSH6,MSH6,mutS homolog 6 [Source:HGNC Symbol;Acc:HGNC:7329],ENTREZGENE_ACC
85016,CFAP300,CFAP300,cilia and flagella associated protein 300 [Source:HGNC Symbol;Acc:HGNC:28188],ENTREZGENE_ACC
201725,C4orf46,C4orf46,chromosome 4 open reading frame 46 [Source:HGNC Symbol;Acc:HGNC:27320],ENTREZGENE_ACC
140771,SMCR5,SMCR5,"Smith-Magenis syndrome chromosome region, candidate 5 [Source:HGNC Symbol;Acc:HGNC:17918]",ENTREZGENE_ACC
51324,SPG21,SPG21,"SPG21 abhydrolase domain containing, maspardin [Source:HGNC Symbol;Acc:HGNC:20373]",ENTREZGENE_ACC
11057,ABHD2,ABHD2,"abhydrolase domain containing 2, acylglycerol lipase [Source:HGNC Symbol;Acc:HGNC:18717]",ENTREZGENE_ACC
51013,EXOSC1,EXOSC1,exosome component 1 [Source:HGNC Symbol;Acc:HGNC:17286],ENTREZGENE_ACC
56253,CRTAM,CRTAM,cytotoxic and regulatory T cell molecule [Source:HGNC Symbol;Acc:HGNC:24313],ENTREZGENE_ACC
51098,IFT52,IFT52,intraflagellar transport 52 [Source:HGNC Symbol;Acc:HGNC:15901],ENTREZGENE_ACC
9754,STARD8,STARD8,StAR related lipid transfer domain containing 8 [Source:HGNC Symbol;Acc:HGNC:19161],ENTREZGENE_ACC
23261,CAMTA1,CAMTA1,calmodulin binding transcription activator 1 [Source:HGNC Symbol;Acc:HGNC:18806],ENTREZGENE_ACC
84246,MED10,MED10,mediator complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:28760],ENTREZGENE_ACC
10151,None,None,None,
3426,CFI,CFI,complement factor I [Source:HGNC Symbol;Acc:HGNC:5394],ENTREZGENE_ACC
5970,RELA,RELA,"RELA proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9955]",ENTREZGENE_ACC
100506195,LARGE-AS1,LARGE-AS1,LARGE antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40336],ENTREZGENE_ACC
60625,DHX35,DHX35,DEAH-box helicase 35 [Source:HGNC Symbol;Acc:HGNC:15861],ENTREZGENE_ACC
2002,ELK1,ELK1,ETS transcription factor ELK1 [Source:HGNC Symbol;Acc:HGNC:3321],ENTREZGENE_ACC
318,NUDT2,NUDT2,nudix hydrolase 2 [Source:HGNC Symbol;Acc:HGNC:8049],ENTREZGENE_ACC
10577,NPC2,NPC2,NPC intracellular cholesterol transporter 2 [Source:HGNC Symbol;Acc:HGNC:14537],ENTREZGENE_ACC
54925,ZSCAN32,ZSCAN32,zinc finger and SCAN domain containing 32 [Source:HGNC Symbol;Acc:HGNC:20812],ENTREZGENE_ACC
9878,TOX4,TOX4,TOX high mobility group box family member 4 [Source:HGNC Symbol;Acc:HGNC:20161],ENTREZGENE_ACC
100131454,None,None,None,
3014,H2AX,H2AX,H2A.X variant histone [Source:HGNC Symbol;Acc:HGNC:4739],ENTREZGENE_ACC
28512,NKIRAS1,NKIRAS1,NFKB inhibitor interacting Ras like 1 [Source:HGNC Symbol;Acc:HGNC:17899],ENTREZGENE_ACC
113146,AHNAK2,AHNAK2,AHNAK nucleoprotein 2 [Source:HGNC Symbol;Acc:HGNC:20125],ENTREZGENE_ACC
5092,PCBD1,PCBD1,pterin-4 alpha-carbinolamine dehydratase 1 [Source:HGNC Symbol;Acc:HGNC:8646],ENTREZGENE_ACC
1638,DCT,DCT,dopachrome tautomerase [Source:HGNC Symbol;Acc:HGNC:2709],ENTREZGENE_ACC
65110,UPF3A,UPF3A,UPF3A regulator of nonsense mediated mRNA decay [Source:HGNC Symbol;Acc:HGNC:20332],ENTREZGENE_ACC
22856,CHSY1,CHSY1,chondroitin sulfate synthase 1 [Source:HGNC Symbol;Acc:HGNC:17198],ENTREZGENE_ACC
10652,YKT6,YKT6,YKT6 v-SNARE homolog [Source:HGNC Symbol;Acc:HGNC:16959],ENTREZGENE_ACC
9894,TELO2,TELO2,telomere maintenance 2 [Source:HGNC Symbol;Acc:HGNC:29099],ENTREZGENE_ACC
81689,ISCA1,ISCA1,iron-sulfur cluster assembly 1 [Source:HGNC Symbol;Acc:HGNC:28660],ENTREZGENE_ACC
3008,H1-4,H1-4,"H1.4 linker histone, cluster member [Source:HGNC Symbol;Acc:HGNC:4718]",ENTREZGENE_ACC
5276,SERPINI2,SERPINI2,serpin family I member 2 [Source:HGNC Symbol;Acc:HGNC:8945],ENTREZGENE_ACC
23647,ARFIP2,ARFIP2,ADP ribosylation factor interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:17160],ENTREZGENE_ACC
1736,DKC1,DKC1,dyskerin pseudouridine synthase 1 [Source:HGNC Symbol;Acc:HGNC:2890],ENTREZGENE_ACC
8501,SLC43A1,SLC43A1,solute carrier family 43 member 1 [Source:HGNC Symbol;Acc:HGNC:9225],ENTREZGENE_ACC
23052,ENDOD1,ENDOD1,endonuclease domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29129],ENTREZGENE_ACC
6009,RHEB,RHEB,"Ras homolog, mTORC1 binding [Source:HGNC Symbol;Acc:HGNC:10011]",ENTREZGENE_ACC
84064,HDHD2,HDHD2,haloacid dehalogenase like hydrolase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25364],ENTREZGENE_ACC
84951,TNS4,TNS4,tensin 4 [Source:HGNC Symbol;Acc:HGNC:24352],ENTREZGENE_ACC
55760,DHX32,DHX32,DEAH-box helicase 32 (putative) [Source:HGNC Symbol;Acc:HGNC:16717],ENTREZGENE_ACC
53836,GPR87,GPR87,G protein-coupled receptor 87 [Source:HGNC Symbol;Acc:HGNC:4538],ENTREZGENE_ACC
55559,HAUS7,HAUS7,HAUS augmin like complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:32979],ENTREZGENE_ACC
284418,GARIN5B,GARIN5B,golgi associated RAB2 interactor family member 5B [Source:HGNC Symbol;Acc:HGNC:25278],ENTREZGENE_ACC
282890,ZNF311,ZNF311,zinc finger protein 311 [Source:HGNC Symbol;Acc:HGNC:13847],ENTREZGENE_ACC
8359,H4C1,H4C1,H4 clustered histone 1 [Source:HGNC Symbol;Acc:HGNC:4781],ENTREZGENE_ACC
4779,NFE2L1,NFE2L1,NFE2 like bZIP transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:7781],ENTREZGENE_ACC
646329,None,None,None,
